G_unit,ref,guid,name
10748604,SE/156612000,9396AB2E-A0B0-11D3-9E53-009027B0FCE9,"SÖDRA BJÖRKE FÖRSAMLING"
10748616,SE/156613000,9396AB2F-A0B0-11D3-9E53-009027B0FCE9,"JÄLLBY FÖRSAMLING"
10748628,SE/156614000,9396AB30-A0B0-11D3-9E53-009027B0FCE9,"GRUDE FÖRSAMLING"
10748630,SE/156615000,9396AB31-A0B0-11D3-9E53-009027B0FCE9,"VESENE FÖRSAMLING"
10748641,SE/156616000,9396AB32-A0B0-11D3-9E53-009027B0FCE9,"MOLLA FÖRSAMLING"
10748653,SE/156617000,9396AB33-A0B0-11D3-9E53-009027B0FCE9,"ODS FÖRSAMLING"
10748665,SE/156618000,9396AB34-A0B0-11D3-9E53-009027B0FCE9,"HOVS FÖRSAMLING P LÄN"
10748677,SE/156620000,9396AB35-A0B0-11D3-9E53-009027B0FCE9,"ALBOGA FÖRSAMLING"
10748689,SE/156621000,9396AB36-A0B0-11D3-9E53-009027B0FCE9,"BRODDARPS FÖRSAMLING"
10748690,SE/156622000,9396AB37-A0B0-11D3-9E53-009027B0FCE9,"ÖRA FÖRSAMLING"
10748707,SE/158000000,9396AB38-A0B0-11D3-9E53-009027B0FCE9,"VÄNERSBORGS KOMMUN"
10748719,SE/158001000,9396AB39-A0B0-11D3-9E53-009027B0FCE9,"VÄNERSBORGS FÖRSAMLING"
10748720,SE/158001001,9396AB3A-A0B0-11D3-9E53-009027B0FCE9,"VASSÄNDA FÖRSAMLING"
10748732,SE/158001002,9396AB3B-A0B0-11D3-9E53-009027B0FCE9,"VASSÄNDA NAGLUMS FÖRSAMLING"
10748744,SE/158002000,9396AB3D-A0B0-11D3-9E53-009027B0FCE9,"VÄNE RYRS FÖRSAMLING"
10748756,SE/158003000,9396AB3E-A0B0-11D3-9E53-009027B0FCE9,"GESTADS FÖRSAMLING"
10748768,SE/158004000,9396AB3F-A0B0-11D3-9E53-009027B0FCE9,"BRÅLANDA FÖRSAMLING"
10748770,SE/158005000,9396AB40-A0B0-11D3-9E53-009027B0FCE9,"SUNDALS RYRS FÖRSAMLING"
10748781,SE/158006000,9396AB41-A0B0-11D3-9E53-009027B0FCE9,"FRÄNDEFORS FÖRSAMLING"
10748793,SE/158007000,9396AB42-A0B0-11D3-9E53-009027B0FCE9,"VÄNERSNÄS FÖRSAMLING"
10748800,SE/158009000,9396AB43-A0B0-11D3-9E53-009027B0FCE9,"VÄSTRA TUNHEMS FÖRSAMLING"
10748811,SE/158100000,9396AB44-A0B0-11D3-9E53-009027B0FCE9,"TROLLHÄTTANS KOMMUN"
10748823,SE/158101000,9396AB45-A0B0-11D3-9E53-009027B0FCE9,"TROLLHÄTTANS FÖRSAMLING"
10748835,SE/158102000,9396AB47-A0B0-11D3-9E53-009027B0FCE9,"NORRA BJÖRKE FÖRSAMLING"
10748847,SE/158103000,9396AB48-A0B0-11D3-9E53-009027B0FCE9,"VÄNE ÅSAKA FÖRSAMLING"
10748859,SE/158104000,9396AB49-A0B0-11D3-9E53-009027B0FCE9,"GÄRDHEMS FÖRSAMLING"
10748860,SE/158105000,9396AB4B-A0B0-11D3-9E53-009027B0FCE9,"UPPHÄRADS FÖRSAMLING"
10748872,SE/158106000,9396AB4C-A0B0-11D3-9E53-009027B0FCE9,"ROMMELE FÖRSAMLING"
10748884,SE/158107000,9396AB4D-A0B0-11D3-9E53-009027B0FCE9,"FORS FÖRSAMLING P LÄN"
10748896,SE/158108000,9396AB4E-A0B0-11D3-9E53-009027B0FCE9,"LAGMANSEREDS FÖRSAMLING"
10748902,SE/158109000,9396AB4F-A0B0-11D3-9E53-009027B0FCE9,"LEXTORPS FÖRSAMLING"
10748914,SE/158110000,9396AB50-A0B0-11D3-9E53-009027B0FCE9,"GÖTALUNDENS FÖRSAMLING"
10748926,SE/158200000,9396AB51-A0B0-11D3-9E53-009027B0FCE9,"ALINGSÅS KOMMUN"
10748938,SE/158201000,9396AB52-A0B0-11D3-9E53-009027B0FCE9,"ALINGSÅS FÖRSAMLING 1967"
10748940,SE/158201001,9396AB53-A0B0-11D3-9E53-009027B0FCE9,"ALINGSÅS STADSFÖRSAMLING"
10748951,SE/158201002,9396AB54-A0B0-11D3-9E53-009027B0FCE9,"RÖDENE FÖRSAMLING"
10748963,SE/158201003,9396AB55-A0B0-11D3-9E53-009027B0FCE9,"BÄLINGE FÖRSAMLING P LÄN"
10748975,SE/158201004,9396AB56-A0B0-11D3-9E53-009027B0FCE9,"ALINGSÅS FÖRSAMLING 1618"
10748987,SE/158201005,9396AB57-A0B0-11D3-9E53-009027B0FCE9,"ALINGSÅS LANDSFÖRSAMLING"
10748999,SE/158205000,9396AB58-A0B0-11D3-9E53-009027B0FCE9,"STORA MELLBY FÖRSAMLING"
10749001,SE/158207000,9396AB5A-A0B0-11D3-9E53-009027B0FCE9,"LÅNGAREDS FÖRSAMLING"
10749013,SE/158208000,9396AB5B-A0B0-11D3-9E53-009027B0FCE9,"ERSKA FÖRSAMLING"
10749025,SE/158210000,9396AB5D-A0B0-11D3-9E53-009027B0FCE9,"ÖDENÄS FÖRSAMLING"
10749037,SE/158300000,9396AB5E-A0B0-11D3-9E53-009027B0FCE9,"BORÅS KOMMUN"
10749049,SE/158301002,9396AB61-A0B0-11D3-9E53-009027B0FCE9,"TORPA FÖRSAMLING P LÄN"
10749050,SE/158301003,9396AB62-A0B0-11D3-9E53-009027B0FCE9,"BORÅS FÖRSAMLING"
10749062,SE/158303000,9396AB64-A0B0-11D3-9E53-009027B0FCE9,"BRÄMHULTS FÖRSAMLING"
10749074,SE/158304000,9396AB65-A0B0-11D3-9E53-009027B0FCE9,"RÅNGEDALA FÖRSAMLING"
10749086,SE/158306000,9396AB67-A0B0-11D3-9E53-009027B0FCE9,"TOARPS FÖRSAMLING"
10749098,SE/158307000,9396AB68-A0B0-11D3-9E53-009027B0FCE9,"DANNIKE FÖRSAMLING"
10749104,SE/158309000,9396AB6A-A0B0-11D3-9E53-009027B0FCE9,"GINGRI FÖRSAMLING"
10749116,SE/158310000,9396AB6B-A0B0-11D3-9E53-009027B0FCE9,"TÄRBY FÖRSAMLING"
10749128,SE/158312000,9396AB6D-A0B0-11D3-9E53-009027B0FCE9,"BORGSTENA FÖRSAMLING"
10749130,SE/158313000,9396AB6E-A0B0-11D3-9E53-009027B0FCE9,"TÄMTA FÖRSAMLING"
10749141,SE/158315000,9396AB70-A0B0-11D3-9E53-009027B0FCE9,"BREDAREDS FÖRSAMLING"
10749153,SE/158317000,9396AB72-A0B0-11D3-9E53-009027B0FCE9,"TÖLLSJÖ FÖRSAMLING"
10749165,SE/158318000,9396AB73-A0B0-11D3-9E53-009027B0FCE9,"BOLLEBYGD FÖRSAMLING"
10749177,SE/158320000,9396AB75-A0B0-11D3-9E53-009027B0FCE9,"KINNARUMMA FÖRSAMLING"
10749189,SE/158400000,9396AB76-A0B0-11D3-9E53-009027B0FCE9,"ULRICEHAMNS KOMMUN"
10749190,SE/158401002,9396AB79-A0B0-11D3-9E53-009027B0FCE9,"BRUNNS FÖRSAMLING"
10749207,SE/158401003,9396AB7A-A0B0-11D3-9E53-009027B0FCE9,"VISTS FÖRSAMLING P LÄN"
10749219,SE/158404000,9396AB7C-A0B0-11D3-9E53-009027B0FCE9,"MÖNE FÖRSAMLING"
10749220,SE/158404002,9396AB7E-A0B0-11D3-9E53-009027B0FCE9,"SÖDRA VÅNGA FÖRSAMLING"
10749232,SE/158406000,9396AB80-A0B0-11D3-9E53-009027B0FCE9,"MURUMS FÖRSAMLING"
10749244,SE/158408000,9396AB81-A0B0-11D3-9E53-009027B0FCE9,"FÄNNESLUNDA FÖRSAMLING"
10749256,SE/158409000,9396AB84-A0B0-11D3-9E53-009027B0FCE9,"HÄRNA FÖRSAMLING"
10749268,SE/158410000,9396AB85-A0B0-11D3-9E53-009027B0FCE9,"SÖDRA VINGS FÖRSAMLING"
10749270,SE/158412000,9396AB87-A0B0-11D3-9E53-009027B0FCE9,"SÖDRA SÄMS FÖRSAMLING"
10749281,SE/158413000,9396AB88-A0B0-11D3-9E53-009027B0FCE9,"FINNEKUMLA FÖRSAMLING"
10749293,SE/158415000,9396AB8A-A0B0-11D3-9E53-009027B0FCE9,"MARBÄCKS FÖRSAMLING P LÄN"
10749300,SE/158417000,9396AB8C-A0B0-11D3-9E53-009027B0FCE9,"GRÖNAHÖGS FÖRSAMLING"
10749311,SE/158418000,9396AB8D-A0B0-11D3-9E53-009027B0FCE9,"STRÄNGSEREDS FÖRSAMLING"
10749323,SE/158420000,9396AB8F-A0B0-11D3-9E53-009027B0FCE9,"HÖSSNA FÖRSAMLING"
10749335,SE/158421000,9396AB90-A0B0-11D3-9E53-009027B0FCE9,"LIAREDS FÖRSAMLING"
10749347,SE/158423000,9396AB92-A0B0-11D3-9E53-009027B0FCE9,"KNÄTTE FÖRSAMLING"
10749359,SE/158424000,9396AB93-A0B0-11D3-9E53-009027B0FCE9,"BÖNE FÖRSAMLING"
10749360,SE/158426000,9396AB95-A0B0-11D3-9E53-009027B0FCE9,"HUMLA FÖRSAMLING"
10749372,SE/158427000,9396AB96-A0B0-11D3-9E53-009027B0FCE9,"BLIDSBERGS FÖRSAMLING"
10749384,SE/158429000,9396AB98-A0B0-11D3-9E53-009027B0FCE9,"TIMMELE FÖRSAMLING"
10749396,SE/158500000,9396AB99-A0B0-11D3-9E53-009027B0FCE9,"ÅMÅLS KOMMUN 1971"
10749402,SE/158501001,9396AB9B-A0B0-11D3-9E53-009027B0FCE9,"ÅMÅLS FÖRSAMLING 1642"
10749414,SE/158501002,9396AB9C-A0B0-11D3-9E53-009027B0FCE9,"ÅMÅLS STADSFÖRSAMLING"
10749426,SE/158503000,9396AB9E-A0B0-11D3-9E53-009027B0FCE9,"MO FÖRSAMLING P LÄN"
10749438,SE/158504000,9396AB9F-A0B0-11D3-9E53-009027B0FCE9,"TÖSSE MED TYDJE FÖRSAMLING"
10749440,SE/158504002,9396ABA1-A0B0-11D3-9E53-009027B0FCE9,"TYDJE FÖRSAMLING"
10749451,SE/158506000,9396ABA3-A0B0-11D3-9E53-009027B0FCE9,"FRÖSKOGS FÖRSAMLING"
10749463,SE/158507000,9396ABA4-A0B0-11D3-9E53-009027B0FCE9,"EDSLESKOGS FÖRSAMLING"
10749475,SE/160201000,9396ABA7-A0B0-11D3-9E53-009027B0FCE9,"TÄNGS FÖRSAMLING"
10749487,SE/160202000,9396ABA8-A0B0-11D3-9E53-009027B0FCE9,"HÅLE FÖRSAMLING"
10749499,SE/160204000,9396ABAA-A0B0-11D3-9E53-009027B0FCE9,"FLAKEBERGS FÖRSAMLING"
10749505,SE/160205000,9396ABAB-A0B0-11D3-9E53-009027B0FCE9,"BJÄRBY FÖRSAMLING"
10749517,SE/160207000,9396ABAD-A0B0-11D3-9E53-009027B0FCE9,"SALS FÖRSAMLING"
10749529,SE/160208000,9396ABAE-A0B0-11D3-9E53-009027B0FCE9,"FLO FÖRSAMLING"
10749530,SE/160210000,9396ABB0-A0B0-11D3-9E53-009027B0FCE9,"TRÖKÖRNA FÖRSAMLING"
10749542,SE/160211000,9396ABB1-A0B0-11D3-9E53-009027B0FCE9,"LÄNGNUMS FÖRSAMLING"
10749554,SE/160300000,9396ABB3-A0B0-11D3-9E53-009027B0FCE9,"ESSUNGA KOMMUN"
10749566,SE/160301000,9396ABB4-A0B0-11D3-9E53-009027B0FCE9,"MALMA FÖRSAMLING R LÄN"
10749578,SE/160303000,9396ABB6-A0B0-11D3-9E53-009027B0FCE9,"BÄREBERGS FÖRSAMLING"
10749580,SE/160304000,9396ABB7-A0B0-11D3-9E53-009027B0FCE9,"ESSUNGA FÖRSAMLING"
10749591,SE/160306000,9396ABB9-A0B0-11D3-9E53-009027B0FCE9,"FÅGLUMS FÖRSAMLING"
10749608,SE/160307000,9396ABBA-A0B0-11D3-9E53-009027B0FCE9,"BARNE ÅSAKA FÖRSAMLING"
10749610,SE/162200000,9396ABBC-A0B0-11D3-9E53-009027B0FCE9,"MULLSJÖ KOMMUN"
10749621,SE/162201000,9396ABBD-A0B0-11D3-9E53-009027B0FCE9,"UTVÄNGSTORPS FÖRSAMLING"
10749633,SE/162203000,9396ABC0-A0B0-11D3-9E53-009027B0FCE9,"NYKYRKA FÖRSAMLING R LÄN"
10749645,SE/162204000,9396ABC1-A0B0-11D3-9E53-009027B0FCE9,"BJURBÄCKS FÖRSAMLING"
10749657,SE/162301000,9396ABC3-A0B0-11D3-9E53-009027B0FCE9,"HABO FÖRSAMLING"
10749669,SE/162303000,9396ABC6-A0B0-11D3-9E53-009027B0FCE9,"BRANDSTORPS FÖRSAMLING"
10749670,SE/163700000,9396ABC7-A0B0-11D3-9E53-009027B0FCE9,"KARLSBORGS KOMMUN"
10749682,SE/163701000,9396ABC8-A0B0-11D3-9E53-009027B0FCE9,"KARLSBORGS FÖRSAMLING"
10749694,SE/163703000,9396ABCA-A0B0-11D3-9E53-009027B0FCE9,"MÖLLTORPS FÖRSAMLING"
10749700,SE/164300000,9396ABCE-A0B0-11D3-9E53-009027B0FCE9,"GULLSPÅNGS KOMMUN"
10749712,SE/164301000,9396ABCF-A0B0-11D3-9E53-009027B0FCE9,"AMNEHÄRADS FÖRSAMLING"
10749724,SE/138300000,9396A9DC-A0B0-11D3-9E53-009027B0FCE9,"VARBERGS KOMMUN"
10749736,SE/138301000,9396A9DD-A0B0-11D3-9E53-009027B0FCE9,"VARBERGS FÖRSAMLING"
10749748,SE/138302000,9396A9DE-A0B0-11D3-9E53-009027B0FCE9,"TRÄSLÖVS FÖRSAMLING"
10749750,SE/138303000,9396A9DF-A0B0-11D3-9E53-009027B0FCE9,"NÖSSLINGE FÖRSAMLING"
10749761,SE/138304000,9396A9E0-A0B0-11D3-9E53-009027B0FCE9,"SKÄLLINGE FÖRSAMLING"
10749773,SE/138305000,9396A9E1-A0B0-11D3-9E53-009027B0FCE9,"ROLFSTORPS FÖRSAMLING"
10749785,SE/138306000,9396A9E2-A0B0-11D3-9E53-009027B0FCE9,"GÖDESTADS FÖRSAMLING"
10749797,SE/138307000,9396A9E3-A0B0-11D3-9E53-009027B0FCE9,"HUNNESTADS FÖRSAMLING"
10749803,SE/138308000,9396A9E4-A0B0-11D3-9E53-009027B0FCE9,"GRIMETONS FÖRSAMLING"
10749815,SE/138309000,9396A9E5-A0B0-11D3-9E53-009027B0FCE9,"DAGSÅS FÖRSAMLING"
10749827,SE/138310000,9396A9E6-A0B0-11D3-9E53-009027B0FCE9,"SIBBARPS FÖRSAMLING"
10749839,SE/138311000,9396A9E7-A0B0-11D3-9E53-009027B0FCE9,"TVÅÅKERS FÖRSAMLING"
10749840,SE/138312000,9396A9E8-A0B0-11D3-9E53-009027B0FCE9,"SPANNARPS FÖRSAMLING"
10749852,SE/138313000,9396A9E9-A0B0-11D3-9E53-009027B0FCE9,"LINDBERGS FÖRSAMLING"
10749864,SE/138314000,9396A9EA-A0B0-11D3-9E53-009027B0FCE9,"TORPA FÖRSAMLING N LÄN"
10749876,SE/138315000,9396A9EB-A0B0-11D3-9E53-009027B0FCE9,"VALINGE FÖRSAMLING"
10749888,SE/138316000,9396A9EC-A0B0-11D3-9E53-009027B0FCE9,"STAMNAREDS FÖRSAMLING"
10749890,SE/138317000,9396A9ED-A0B0-11D3-9E53-009027B0FCE9,"SÄLLSTORPS FÖRSAMLING"
10749906,SE/138318000,9396A9EE-A0B0-11D3-9E53-009027B0FCE9,"ÅS FÖRSAMLING N LÄN"
10749918,SE/138319000,9396A9EF-A0B0-11D3-9E53-009027B0FCE9,"VEDDIGE FÖRSAMLING"
10749920,SE/138320000,9396A9F0-A0B0-11D3-9E53-009027B0FCE9,"VÄRÖ FÖRSAMLING"
10749931,SE/138321000,9396A9F1-A0B0-11D3-9E53-009027B0FCE9,"STRÅVALLA FÖRSAMLING"
10749943,SE/138322000,9396A9F2-A0B0-11D3-9E53-009027B0FCE9,"GRIMMAREDS FÖRSAMLING"
10749955,SE/138323000,9396A9F3-A0B0-11D3-9E53-009027B0FCE9,"KARL GUSTAVS FÖRSAMLING"
10749967,SE/138324000,9396A9F4-A0B0-11D3-9E53-009027B0FCE9,"KUNGSÄTERS FÖRSAMLING"
10749979,SE/138325000,9396A9F5-A0B0-11D3-9E53-009027B0FCE9,"GUNNARSJÖ FÖRSAMLING"
10749980,SE/138400000,9396A9F6-A0B0-11D3-9E53-009027B0FCE9,"KUNGSBACKA KOMMUN"
10749992,SE/138401000,9396A9F7-A0B0-11D3-9E53-009027B0FCE9,"KUNGSBACKA FÖRSAMLING"
10750003,SE/138402000,9396A9F8-A0B0-11D3-9E53-009027B0FCE9,"TÖLÖ FÖRSAMLING"
10750015,SE/138403000,9396A9F9-A0B0-11D3-9E53-009027B0FCE9,"ÄLVSÅKERS FÖRSAMLING"
10750027,SE/138404000,9396A9FA-A0B0-11D3-9E53-009027B0FCE9,"VALLDA FÖRSAMLING"
10750039,SE/138405000,9396A9FB-A0B0-11D3-9E53-009027B0FCE9,"SLÄPS FÖRSAMLING"
10750040,SE/138406000,9396A9FC-A0B0-11D3-9E53-009027B0FCE9,"FRILLESÅS FÖRSAMLING"
10750052,SE/138407000,9396A9FD-A0B0-11D3-9E53-009027B0FCE9,"LANDA FÖRSAMLING N LÄN"
10750064,SE/138408000,9396A9FE-A0B0-11D3-9E53-009027B0FCE9,"ÖLMEVALLA FÖRSAMLING"
10750076,SE/138409000,9396A9FF-A0B0-11D3-9E53-009027B0FCE9,"GÄLLINGE FÖRSAMLING"
10750088,SE/138410000,9396AA00-A0B0-11D3-9E53-009027B0FCE9,"IDALA FÖRSAMLING"
10750090,SE/138411000,9396AA01-A0B0-11D3-9E53-009027B0FCE9,"FÖRLANDA FÖRSAMLING"
10750106,SE/138412000,9396AA02-A0B0-11D3-9E53-009027B0FCE9,"FJÄRÅS FÖRSAMLING"
10750118,SE/138413000,9396AA03-A0B0-11D3-9E53-009027B0FCE9,"HANHALS FÖRSAMLING"
10750120,SE/138414000,9396AA04-A0B0-11D3-9E53-009027B0FCE9,"ONSALA FÖRSAMLING"
10750131,SE/140100000,9396AA06-A0B0-11D3-9E53-009027B0FCE9,"HÄRRYDA KOMMUN 1971"
10750143,SE/140101000,9396AA07-A0B0-11D3-9E53-009027B0FCE9,"HÄRRYDA FÖRSAMLING"
10750155,SE/140102000,9396AA08-A0B0-11D3-9E53-009027B0FCE9,"LANDVETTERS FÖRSAMLING"
10750167,SE/140103000,9396AA09-A0B0-11D3-9E53-009027B0FCE9,"RÅDA FÖRSAMLING O LÄN"
10750179,SE/140200000,9396AA0B-A0B0-11D3-9E53-009027B0FCE9,"PARTILLE KOMMUN"
10750180,SE/140203000,9396AA0C-A0B0-11D3-9E53-009027B0FCE9,"SÄVEDALENS FÖRSAMLING"
10750192,SE/140271000,9396AA0D-A0B0-11D3-9E53-009027B0FCE9,"PARTILLE FÖRSAMLING"
10750209,SE/140701000,9396AA10-A0B0-11D3-9E53-009027B0FCE9,"ÖCKERÖ FÖRSAMLING"
10750210,SE/141501000,9396AA12-A0B0-11D3-9E53-009027B0FCE9,"SPEKERÖDS FÖRSAMLING"
10750222,SE/141502000,9396AA13-A0B0-11D3-9E53-009027B0FCE9,"NORUMS FÖRSAMLING"
10750234,SE/141504000,9396AA15-A0B0-11D3-9E53-009027B0FCE9,"UCKLUMS FÖRSAMLING"
10750246,SE/141505000,9396AA16-A0B0-11D3-9E53-009027B0FCE9,"JÖRLANDA FÖRSAMLING"
10750258,SE/141901000,9396AA18-A0B0-11D3-9E53-009027B0FCE9,"VALLA FÖRSAMLING"
10750260,SE/141902000,9396AA19-A0B0-11D3-9E53-009027B0FCE9,"STENKYRKA FÖRSAMLING O LÄN"
10750271,SE/141904000,9396AA1C-A0B0-11D3-9E53-009027B0FCE9,"KLÄDESHOLMENS FÖRSAMLING"
10750283,SE/142100000,9396AA1E-A0B0-11D3-9E53-009027B0FCE9,"ORUSTS KOMMUN"
10750295,SE/142101000,9396AA1F-A0B0-11D3-9E53-009027B0FCE9,"TEGNEBY FÖRSAMLING"
10750301,SE/142102000,9396AA20-A0B0-11D3-9E53-009027B0FCE9,"RÖRA FÖRSAMLING"
10750313,SE/142104000,9396AA22-A0B0-11D3-9E53-009027B0FCE9,"LÅNGELANDA FÖRSAMLING"
10750325,SE/142106000,9396AA24-A0B0-11D3-9E53-009027B0FCE9,"TORPS FÖRSAMLING O LÄN"
10750337,SE/142107000,9396AA25-A0B0-11D3-9E53-009027B0FCE9,"MOLLÖSUNDS FÖRSAMLING"
10750349,SE/142109000,9396AA27-A0B0-11D3-9E53-009027B0FCE9,"GULLHOLMENS FÖRSAMLING"
10750350,SE/142110000,9396AA28-A0B0-11D3-9E53-009027B0FCE9,"MORLANDA FÖRSAMLING"
10750362,SE/142701000,9396AA2D-A0B0-11D3-9E53-009027B0FCE9,"KUNGSHAMNS FÖRSAMLING"
10750374,SE/142702000,9396AA2F-A0B0-11D3-9E53-009027B0FCE9,"MALMÖNS FÖRSAMLING"
10750386,SE/142704000,9396AA33-A0B0-11D3-9E53-009027B0FCE9,"SMÖGENS FÖRSAMLING"
10750398,SE/142706000,9396AA35-A0B0-11D3-9E53-009027B0FCE9,"TOSSENE FÖRSAMLING"
10750404,SE/143000000,9396AA37-A0B0-11D3-9E53-009027B0FCE9,"MUNKEDALS KOMMUN"
10750416,SE/143001000,9396AA38-A0B0-11D3-9E53-009027B0FCE9,"FOSS FÖRSAMLING"
10750428,SE/143003000,9396AA3A-A0B0-11D3-9E53-009027B0FCE9,"VALBO RYRS FÖRSAMLING"
10750430,SE/143005000,9396AA3C-A0B0-11D3-9E53-009027B0FCE9,"SVARTEBORGS FÖRSAMLING"
10750441,SE/143006000,9396AA3D-A0B0-11D3-9E53-009027B0FCE9,"HEDE FÖRSAMLING O LÄN"
10750453,SE/143008000,9396AA3F-A0B0-11D3-9E53-009027B0FCE9,"KROKSTADS FÖRSAMLING"
10750465,SE/143500000,9396AA40-A0B0-11D3-9E53-009027B0FCE9,"TANUMS KOMMUN"
10750477,SE/143504000,9396AA42-A0B0-11D3-9E53-009027B0FCE9,"NAVERSTADS FÖRSAMLING"
10750489,SE/143505000,9396AA43-A0B0-11D3-9E53-009027B0FCE9,"MO FÖRSAMLING O LÄN"
10750490,SE/143509000,9396AA45-A0B0-11D3-9E53-009027B0FCE9,"SVENNEBY FÖRSAMLING"
10750507,SE/143571000,9396AA46-A0B0-11D3-9E53-009027B0FCE9,"KVILLE FÖRSAMLING"
10750519,SE/148000000,9396AA48-A0B0-11D3-9E53-009027B0FCE9,"GÖTEBORGS KOMMUN"
10750520,SE/148001000,9396AA49-A0B0-11D3-9E53-009027B0FCE9,"DOMKYRKOFÖRSAMLINGEN I GÖTEBORG"
10750532,SE/148005000,9396AA51-A0B0-11D3-9E53-009027B0FCE9,"KORTEDALA FÖRSAMLING"
10750544,SE/148007000,9396AA53-A0B0-11D3-9E53-009027B0FCE9,"GÖTEBORGS VASA FÖRSAMLING"
10750556,SE/148008000,9396AA55-A0B0-11D3-9E53-009027B0FCE9,"GÖTEBORGS JOHANNEBERGS FÖRSAMLING"
10750568,SE/148010000,9396AA57-A0B0-11D3-9E53-009027B0FCE9,"GÖTEBORGS HAGA FÖRSAMLING"
10750570,SE/148012000,9396AA5A-A0B0-11D3-9E53-009027B0FCE9,"GÖTEBORGS MASTHUGGS FÖRSAMLING"
10750581,SE/148013000,9396AA5C-A0B0-11D3-9E53-009027B0FCE9,"GÖTEBORGS KARL JOHANS FÖRSAMLING"
10750593,SE/148017000,9396AA5F-A0B0-11D3-9E53-009027B0FCE9,"LUNDBY FÖRSAMLING O LÄN"
10750600,SE/148018000,9396AA61-A0B0-11D3-9E53-009027B0FCE9,"BISKOPSGÅRDENS FÖRSAMLING"
10750611,SE/148020000,9396AA63-A0B0-11D3-9E53-009027B0FCE9,"BACKA FÖRSAMLING"
10750623,SE/148021000,9396AA64-A0B0-11D3-9E53-009027B0FCE9,"HÖGSBO FÖRSAMLING"
10750635,SE/148023000,9396AA68-A0B0-11D3-9E53-009027B0FCE9,"ÄLVSBORGS FÖRSAMLING"
10750647,SE/148024000,9396AA69-A0B0-11D3-9E53-009027B0FCE9,"TYNNEREDS FÖRSAMLING"
10750659,SE/148027000,9396AA6C-A0B0-11D3-9E53-009027B0FCE9,"BERGUMS FÖRSAMLING"
10750660,SE/148028000,9396AA6D-A0B0-11D3-9E53-009027B0FCE9,"TORSLANDA FÖRSAMLING"
10750672,SE/148030000,9396AA6F-A0B0-11D3-9E53-009027B0FCE9,"TUVE FÖRSAMLING"
10750684,SE/148031000,9396AA70-A0B0-11D3-9E53-009027B0FCE9,"SÄVE FÖRSAMLING"
10750696,SE/148033000,9396AA72-A0B0-11D3-9E53-009027B0FCE9,"GÖTEBORGS SANKT PAULI FÖRSAMLING"
10750702,SE/148034000,9396AA73-A0B0-11D3-9E53-009027B0FCE9,"GUNNAREDS FÖRSAMLING"
10750714,SE/148036000,9396AA75-A0B0-11D3-9E53-009027B0FCE9,"ASKIMS FÖRSAMLING"
10750726,SE/148037000,9396AA76-A0B0-11D3-9E53-009027B0FCE9,"STYRSÖ FÖRSAMLING"
10750738,SE/148101000,9396AA78-A0B0-11D3-9E53-009027B0FCE9,"FÄSSBERGS FÖRSAMLING"
10750740,SE/148103000,9396AA7B-A0B0-11D3-9E53-009027B0FCE9,"LINDOME FÖRSAMLING"
10750751,SE/148104000,9396AA7C-A0B0-11D3-9E53-009027B0FCE9,"STENSJÖNS FÖRSAMLING"
10750763,SE/148201000,9396AA7E-A0B0-11D3-9E53-009027B0FCE9,"KUNGÄLVS FÖRSAMLING"
10750775,SE/148203000,9396AA7F-A0B0-11D3-9E53-009027B0FCE9,"MARSTRANDS FÖRSAMLING"
10750787,SE/148205000,9396AA81-A0B0-11D3-9E53-009027B0FCE9,"TORSBY FÖRSAMLING"
10750799,SE/148206000,9396AA82-A0B0-11D3-9E53-009027B0FCE9,"LYCKE FÖRSAMLING"
10750805,SE/148208000,9396AA84-A0B0-11D3-9E53-009027B0FCE9,"ROMELANDA FÖRSAMLING"
10750817,SE/148209000,9396AA85-A0B0-11D3-9E53-009027B0FCE9,"KAREBY FÖRSAMLING"
10750829,SE/148211000,9396AA87-A0B0-11D3-9E53-009027B0FCE9,"SOLBERGA FÖRSAMLING O LÄN"
10750830,SE/148400000,9396AA88-A0B0-11D3-9E53-009027B0FCE9,"LYSEKILS KOMMUN"
10750842,SE/148402000,9396AA8A-A0B0-11D3-9E53-009027B0FCE9,"LYSE FÖRSAMLING"
10750854,SE/148403000,9396AA8C-A0B0-11D3-9E53-009027B0FCE9,"SKAFTÖ FÖRSAMLING"
10750866,SE/148404000,9396AA8D-A0B0-11D3-9E53-009027B0FCE9,"BRO FÖRSAMLING O LÄN"
10750878,SE/148405000,9396AA8E-A0B0-11D3-9E53-009027B0FCE9,"BRASTADS FÖRSAMLING"
10750880,SE/148500000,9396AA8F-A0B0-11D3-9E53-009027B0FCE9,"UDDEVALLA KOMMUN"
10750891,SE/148501000,9396AA90-A0B0-11D3-9E53-009027B0FCE9,"UDDEVALLA FÖRSAMLING"
10750908,SE/148502000,9396AA92-A0B0-11D3-9E53-009027B0FCE9,"GRINNERÖDS FÖRSAMLING"
10750910,SE/148503000,9396AA93-A0B0-11D3-9E53-009027B0FCE9,"LJUNGS FÖRSAMLING O LÄN"
10750921,SE/148504000,9396AA94-A0B0-11D3-9E53-009027B0FCE9,"RESTERÖDS FÖRSAMLING"
10750933,SE/148505000,9396AA95-A0B0-11D3-9E53-009027B0FCE9,"FORSHÄLLA FÖRSAMLING"
